source_channel,source_index,video_title,primary_pattern_grammar,secondary_pattern_grammars,url,duration_hms,fit_status,score,reason
Ali Abdaal,425,How I Ranked 1st at Cambridge University - My Secret,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=_5nw6gLRe34,3:43,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,426,"Studying, Cooking and Netflix | Day in the Life During Lockdown",Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=qSWAFAmzJTE,5:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,427,How To Make Money Online - The 3 Levels,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=TH0nNn6SmXw,18:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,428,My Productive Birthday in Lockdown - Day in the Life Vlog,Evidence-Based Self-Improvement Essay,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=M_bCVdB1jRY,7:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,429,Apple Fanboy Reacts to Microsoft Surface Go 2,Event Reaction / Highlights Recap,,https://www.youtube.com/watch?v=HVRHozw5GA4,12:48,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Event Reaction / Highlights Recap.
Ali Abdaal,430,I Tried Making a Viral Video - Day in the Life VLOG,Day-in-the-Life / Identity Vlog,Personal Challenge / Experiment,https://www.youtube.com/watch?v=_jSbuDftmcc,8:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,431,"Tiny Changes, Remarkable Results - Atomic Habits by James Clear",Book Lessons / Reading Canon,Evidence-Based Self-Improvement Essay,https://www.youtube.com/watch?v=YT7tQzmGRLA,11:12,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,432,My Favourite Mac Apps | What's on my MacBook Pro?,Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Kppgzbun71I,22:20,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,433,How Much Money I Earn in a Week as a Doctor & YouTuber,Creator Business Playbook,Wealth / Career Strategy Essay; Study / Exam Success Playbook,https://www.youtube.com/watch?v=ZijqVV1NqYQ,31:07,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,434,Real-Time Study With Me - 3.5 Hours With Music,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=fKNiV9UHPPo,3:29:08,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,435,What Makes People Successful?,Evidence-Based Self-Improvement Essay,Reflective Life Essay,https://www.youtube.com/watch?v=RGbCR_pq4_A,12:32,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,436,This is Incredible - iPad Pro Magic Keyboard Impressions,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=s3vVUq2520U,10:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,437,HEAD TO HEAD - iPad Pro vs MacBook Air (2020),Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=SGzk_FbJ-dQ,8:41,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,438,Productive Day in the Life in Lockdown // Behind the Scenes of my iPad Pro Videos,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Creator Business Playbook; Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=i2Fm4hyZTMc,9:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,439,Answering your Questions,Q&A / Community Relationship,,https://www.youtube.com/watch?v=PQWWKAtYmG4,26:47,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,440,Study With Me in the French Alps - USMLE Preparation,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=_NJWXVSs65c,10:10,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,441,My New Favourite Laptop - MacBook Air 2020 Review,Book Lessons / Reading Canon,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=sJeWfYLawaQ,12:25,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,442,I WAS WRONG - iPad Pro 11 vs. 12.9 inch,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation; Personal Challenge / Experiment,https://www.youtube.com/watch?v=FdSF4OfQ9f0,14:57,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,443,A Productive Day in Isolation,Evidence-Based Self-Improvement Essay,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=RDeJe_2TWUE,9:17,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,444,How to Study for Exams - My NEW Masterclass // Behind the Scenes,Skill Masterclass / Deep Tutorial,Study / Exam Success Playbook,https://www.youtube.com/watch?v=epF2SYpWtos,9:47,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,445,Improve your Reading + My New Favourite Pen,Book Lessons / Reading Canon,,https://www.youtube.com/watch?v=kX0sHQfjETY,17:16,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,446,iPad Pro 2020 Review - Overkill,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=t-oxoHAUSR4,12:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,447,Unboxing the New 2020 iPad Pro | 11 & 12.9 Inch Versions,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=O96Y3-ldp10,3:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,448,How to be More Productive in Lockdown,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=yOC7w8kfsB4,12:06,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,449,10 Tips for COVID-19 (Coronavirus) - Advice from a Respiratory Physician,Public Health / Medical Explainer,Reflective Life Essay,https://www.youtube.com/watch?v=D4Z7cQ7jLGc,13:19,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,450,Interviewing a Writer // Day in the Life VLOG,Day-in-the-Life / Identity Vlog,Interview / Conversation,https://www.youtube.com/watch?v=X9Th_OBKyQ8,8:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,451,Is Coffee Good For You?,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=C0syvUws1ps,18:17,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,452,The KEY Study Techniques for Exam Success,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=Hw3SpLQYeLA,56:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,453,CORONAVIRUS vs. The Flu - A Comparison,Public Health / Medical Explainer,,https://www.youtube.com/watch?v=l5nr-SnRsK8,12:44,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,454,CORONAVIRUS (COVID-19) - The Basics,Public Health / Medical Explainer,,https://www.youtube.com/watch?v=AS1m0lmtDQI,20:27,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,455,Study With Me - Weekend on-call,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=N0xpPCJK9iE,10:19,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,456,Medical School Meme Review,Study / Exam Success Playbook,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=-7Sl5cnxMxw,14:57,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,457,My Favourite Note-Taking App for Students - Notion,Personal Operating System / Productivity Framework,Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=ONG26-2mIHU,24:13,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,458,(Un)productive Day in the Life as a Doctor,Evidence-Based Self-Improvement Essay,Study / Exam Success Playbook; Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=uQrXLHiFszk,6:58,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,459,Top 5 Revision & Study Tips for Students,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=0duNfnP8Z50,13:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,460,How Much Money I Spend in a Week as a 25 Year Old Doctor,Wealth / Career Strategy Essay,Study / Exam Success Playbook,https://www.youtube.com/watch?v=wfbEoq634ZY,18:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,461,48h Study With Me + Highlighting Tips,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=Cky0O-hANDI,10:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,462,A Productive Day in the Life vlog,Evidence-Based Self-Improvement Essay,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=QDU4S4sfb_g,6:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,463,My Favourite iPad Pro Apps (2020),Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=xXVnz6t1aMs,26:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,464,15 Lessons that Improved My Life,Evidence-Based Self-Improvement Essay,Reflective Life Essay,https://www.youtube.com/watch?v=l3hOrfLuxU0,23:29,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,465,Study With Me - British Airways Business Class,Wealth / Career Strategy Essay,Study / Exam Success Playbook,https://www.youtube.com/watch?v=H7zolPUcJCM,11:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,466,My Annual Review using Notion,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Ck5JOj4TlM4,17:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,467,Why I'm Giving 10% of my Income to Charity,Wealth / Career Strategy Essay,Reflective Life Essay,https://www.youtube.com/watch?v=PHgdXWZLs9g,14:38,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,468,Reading Mean Comments,Book Lessons / Reading Canon,Q&A / Community Relationship,https://www.youtube.com/watch?v=oWRw-Qu4h8g,15:46,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,469,Study With Me - A Super Productive Day,Evidence-Based Self-Improvement Essay,Study / Exam Success Playbook,https://www.youtube.com/watch?v=PhrhAa8P9wM,9:26,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,470,What's on my iPhone 11 Pro Max (2020),Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=RvrfOt2pqR0,22:42,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,471,Day in the Life as a Doctor,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=tH_Jriu7XkU,5:10,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,472,How my friend ranked 1st at Medical School - The Active Recall Framework,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=fDbxPVn02VU,22:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,473,Study with Me + How I Learn New Content,Creator Business Playbook,Study / Exam Success Playbook,https://www.youtube.com/watch?v=96McQ3PHU7A,6:39,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,474,"Arrogance, Expectations & Inspiration - Personal Q&A with my Brother | Ali & Taimur Abdaal",Q&A / Community Relationship,Interview / Conversation,https://www.youtube.com/watch?v=0Mzj2i7Z8uE,24:29,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,475, iPhone 11 & 11 Pro - Review,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=XVhzQgRnYps,19:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,476,AirPods Pro Unboxing!,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=Q9tRunbdKqU,7:11,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,477,How I Read 100 Books a Year - 8 Tips for Reading More,Book Lessons / Reading Canon,,https://www.youtube.com/watch?v=8tKuviI68Ss,11:16,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,478,Study with Me + How I take Notes,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=HuX3yT4rvDs,6:04,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,479,How I use Notion as a Resonance Calendar,Personal Operating System / Productivity Framework,,https://www.youtube.com/watch?v=lKYBB-Uw1IM,13:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,480,Do students need an iPad or a MacBook?,Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=STYohijxBNY,7:31,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,481,How I Built a Million Dollar Business in Medical School - 10 Tips for Entrepreneurs,Wealth / Career Strategy Essay,Study / Exam Success Playbook,https://www.youtube.com/watch?v=80rugVXQzes,16:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,482,iPhone 11 vs iPhone 7/8/X/XR/XS - Real world camera comparison,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=gGZ3uO2p5qY,15:03,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,483,Ready Player One + 'My First Million' - Monthly Favourites #12,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Qu1QNcetiK0,13:59,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,484,My Favourite Productivity App for Students - Notion,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=ODl5FOMu8kI,16:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,485,My Productivity Desk Setup,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=4f7iiu5ck8U,9:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,486,Life Advice Q&A with my Brother,Q&A / Community Relationship,Reflective Life Essay; Interview / Conversation,https://www.youtube.com/watch?v=u2jUmds5ZFU,23:15,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,487,"Building the perfect desk setup - 49"" Ultrawide Monitor + Standing Desk",Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=UKCGs5sfheM,4:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,488,How to Film YouTube Videos on Your Phone,Creator Business Playbook,,https://www.youtube.com/watch?v=JwhsPdN2RNg,10:42,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,489,The Best iPad Screen Protector - Paperlike V2,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=-hzWbMy0CBg,2:53,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,490,"Money, Relationships and Hair Loss - Answering your Assumptions",Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=3NdH1pdQVhE,22:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,491,Smart Passive Income + The Third Door - Monthly Favourites #11,Wealth / Career Strategy Essay,Day-in-the-Life / Identity Vlog; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=H2_WC2bcKE8,11:24,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,492,General Surgery - A Day in the Life - Junior Doctor Vlog,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=8lhSb5libHY,21:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,493,How I Manage my Time as a Doctor + YouTuber - 9 Time Management Tips,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Creator Business Playbook; Study / Exam Success Playbook,https://www.youtube.com/watch?v=5Nin1OtjOlU,13:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,494,The World's Smartest Notebook - Rocketbook Everlast Review,Book Lessons / Reading Canon,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=tTexU42KzsI,6:22,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,495,iPad vs Kindle for Reading Books,Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=S8JLJqLvhzo,3:20,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,496,AWAY Weekender Bag Review,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=M6mFP3NzxrQ,13:35,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,497,Monthly Favourites #10 - Ali Abdaal,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=yjTC5Jbe0ac,11:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,498,How I Make My YouTube Videos,Creator Business Playbook,,https://www.youtube.com/watch?v=Te0_nt62lJQ,9:06,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,499,How I use my iPad Pro as a Doctor,Personal Operating System / Productivity Framework,Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=jFACcujmdE4,9:05,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,500,My Favourite Fantasy Books,Book Lessons / Reading Canon,,https://www.youtube.com/watch?v=i7awefFU_Hg,16:35,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,501,How to Study for Exams - The STic Framework for Effective Learning,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=k5A26Sc63F0,13:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,502,Harry Potter - Medical Science Explained,Public Health / Medical Explainer,,https://www.youtube.com/watch?v=YF00S6U_C1g,14:44,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,503,Top 14 Funniest Moments from Apple WWDC 2019,Event Reaction / Highlights Recap,,https://www.youtube.com/watch?v=ij1IKwE2MgM,10:34,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Event Reaction / Highlights Recap.
Ali Abdaal,504,My 7 Favourite iPad OS Features - Apple WWDC 2019,Event Reaction / Highlights Recap,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=OA9tU1G6O-s,5:45,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Event Reaction / Highlights Recap.
Ali Abdaal,505,Top 5 Highlights from Apple's WWDC 2019 Keynote,Event Reaction / Highlights Recap,,https://www.youtube.com/watch?v=tQCKsyQO-lY,7:58,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Event Reaction / Highlights Recap.
Ali Abdaal,506,iPad Mini Review - The Perfect Consumption Device,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=re4Cjf_qqLA,5:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,507,Monthly Favourites #9 - Ali Abdaal,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=jFlYIwM_Rco,10:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,508,How to Spin a Pen Around Your Thumb (Tutorial),Skill Masterclass / Deep Tutorial,,https://www.youtube.com/watch?v=TvytweSNkiE,8:48,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,509,My Geriatric Medicine Placement - Junior Doctor Vlog #02,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=lFAm7HZ8gTg,28:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,510,Study with Me + Anki Flashcard Method - Ali Abdaal,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=W-EpiaPcgTk,7:15,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,511,The Best Productivity Apps for Students,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=94emc6eqllE,14:07,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,512,Amazon Kindle vs Kindle Paperwhite,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=ZQpSCgTnEeI,3:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,513,Monthly Favourites #8 - Ali Abdaal,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Z-xazrZnY8A,14:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,514,Which iPad should you buy - Analysis of iPad Pro vs iPad Air vs iPad Mini vs iPad,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=xFX-lyLU2X8,17:27,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,515,Medical Mission in Sudan - Life as a Junior Doctor,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=BpLOu3sv-Jw,5:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,516,How I ranked 1st at Cambridge University - The Essay Memorisation Framework,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=-46Vyiwat_Y,17:52,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
