pattern_grammar,role,source_channel,source_index,video_title,url,duration_hms,fit_status,score,reason
Personal Operating System / Productivity Framework,primary,Ali Abdaal,66,How I use AI to save 10+ hours per week,https://www.youtube.com/watch?v=Qc6pdR8BhFA,18:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,103,How I Manage My Time (as an Entrepreneur),https://www.youtube.com/watch?v=AECP5NsWRkE,22:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,113,How I Manage My Time Without Burning Out,https://www.youtube.com/watch?v=YAs9QasnXgA,21:58,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,190,How I Manage My Time - The Trident Calendar System,https://www.youtube.com/watch?v=6o2tm00Ar8A,19:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,239,How I Manage My Time - The System That Changed My Life,https://www.youtube.com/watch?v=ombpvrlglfU,16:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,267,"Which iPad Should You Buy? (Basic, Mini, Air, Pro or Pro 12.9)",https://www.youtube.com/watch?v=mVR_nLBeS24,19:42,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,272,My Everyday Carry 2022,https://www.youtube.com/watch?v=pPKJ_Pk9zZs,14:00,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,299,10 Rules I Follow Everyday,https://www.youtube.com/watch?v=eGdn6FTIF5I,13:52,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,315,The Best iPad - iPad Pro vs iPad Air vs iPad 8th Generation,https://www.youtube.com/watch?v=Wg3VWhu_M6Q,16:29,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,327,What's in my Bag - My Everyday Carry,https://www.youtube.com/watch?v=vQBhSZGq6ns,6:58,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,338,My Favourite iPhone Apps,https://www.youtube.com/watch?v=DhGSyddz-g0,16:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,388,What's on my iPhone - Favourite iPhone Apps ft. @KharmaMedic,https://www.youtube.com/watch?v=gWFCy-pWeDo,12:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,393,The 5 Magical Apps That Changed My Life,https://www.youtube.com/watch?v=lhpY1frNqdA,11:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,397,The Perfect Note-Taking App,https://www.youtube.com/watch?v=wpcVQeF07G4,11:47,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,407,How I Organise My Life,https://www.youtube.com/watch?v=bpikCLhpIRY,23:27,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,411,My Creative Workflow with Notion,https://www.youtube.com/watch?v=uJgv0XQOehs,16:08,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,424,All the Apps I Use in a Day,https://www.youtube.com/watch?v=8u0RK3L0D64,12:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,436,This is Incredible - iPad Pro Magic Keyboard Impressions,https://www.youtube.com/watch?v=s3vVUq2520U,10:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,442,I WAS WRONG - iPad Pro 11 vs. 12.9 inch,https://www.youtube.com/watch?v=FdSF4OfQ9f0,14:57,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,446,iPad Pro 2020 Review - Overkill,https://www.youtube.com/watch?v=t-oxoHAUSR4,12:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,447,Unboxing the New 2020 iPad Pro | 11 & 12.9 Inch Versions,https://www.youtube.com/watch?v=O96Y3-ldp10,3:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,457,My Favourite Note-Taking App for Students - Notion,https://www.youtube.com/watch?v=ONG26-2mIHU,24:13:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,463,My Favourite iPad Pro Apps (2020),https://www.youtube.com/watch?v=xXVnz6t1aMs,26:12:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,466,My Annual Review using Notion,https://www.youtube.com/watch?v=Ck5JOj4TlM4,17:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,479,How I use Notion as a Resonance Calendar,https://www.youtube.com/watch?v=lKYBB-Uw1IM,13:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,487,"Building the perfect desk setup - 49"" Ultrawide Monitor + Standing Desk",https://www.youtube.com/watch?v=UKCGs5sfheM,4:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,489,The Best iPad Screen Protector - Paperlike V2,https://www.youtube.com/watch?v=-hzWbMy0CBg,2:53,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,499,How I use my iPad Pro as a Doctor,https://www.youtube.com/watch?v=jFACcujmdE4,9:05,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,506,iPad Mini Review - The Perfect Consumption Device,https://www.youtube.com/watch?v=re4Cjf_qqLA,5:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,514,Which iPad should you buy - Analysis of iPad Pro vs iPad Air vs iPad Mini vs iPad,https://www.youtube.com/watch?v=xFX-lyLU2X8,17:27,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,527,My Favourite iPad Pro Apps,https://www.youtube.com/watch?v=l2DeCc0GkBg,8:49,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,530,"Desk Setup Upgrade - 35"" UltraWide Monitor | Life as a Junior Doctor",https://www.youtube.com/watch?v=D2WgxpWC6gY,4:10,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,532,What's in my Bag - Junior Doctor Everyday Carry,https://www.youtube.com/watch?v=UF02YPoKfMY,5:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,535,iPad Pro 2018 Review - Should you buy it?,https://www.youtube.com/watch?v=rEINNYczPtU,12:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,537,My Favourite iPhone XS Apps,https://www.youtube.com/watch?v=ii6V_-svh28,19:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,541,The best iPad Screen Protector - PaperLike Review,https://www.youtube.com/watch?v=wqpR9GdId0M,4:17,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,551,My new podcast - Microphone setup + reflections,https://www.youtube.com/watch?v=r8I4eVoEiQQ,16:54,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,571,iPad Pro vs iPad (2018) comparison for college / university students,https://www.youtube.com/watch?v=tIdU4Sw6a5Y,10:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,573,How I take notes on my iPad Pro in medical school - Cambridge University medical student,https://www.youtube.com/watch?v=waR3xBDHMqw,13:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,primary,Ali Abdaal,607,My University Desk Setup - Cambridge Medical Student,https://www.youtube.com/watch?v=zdew7At9S2U,5:25,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,30,How I use AI as an Entrepreneur (My complete workflow),https://www.youtube.com/watch?v=FDEVzFsPrkU,39:18:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,77,How to Change Your Life with Deep Work (My System),https://www.youtube.com/watch?v=sYaSJpIGzu8,26:42:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,165,My Most Productive Desk Setup Ever,https://www.youtube.com/watch?v=SjcvBFfMulY,16:39,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,187,My Productive Phone Setup,https://www.youtube.com/watch?v=dx2XP_Oo6do,19:42,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,196,My Evidence-Based Braincare Routine,https://www.youtube.com/watch?v=n2czIPRE0Nc,11:07,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,200,My Evidence-Based Sleep Routine,https://www.youtube.com/watch?v=K3eS4jr2pIo,13:24,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,205,My Favourite MacBook Apps of All Time,https://www.youtube.com/watch?v=JWOR5Y-qmfg,17:59,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,211,My Productivity Desk Setup (Portable),https://www.youtube.com/watch?v=r_uKCIqf1Fg,5:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,230,My Ultimate Productive Morning Routine,https://www.youtube.com/watch?v=5gT0x0EO9_8,10:22,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,237,27 Critical Apps That Shaped My Life,https://www.youtube.com/watch?v=-rbbOf5upaU,27:03:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,249,How to Build Your Ultimate Productivity System,https://www.youtube.com/watch?v=T6hmdrsLQj8,18:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,251,My Evidence-Based Skincare Routine,https://www.youtube.com/watch?v=OrElyY7MFVs,14:05,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,252,How to Organise your Life - Building a Second Brain,https://www.youtube.com/watch?v=K-ssUVyfn5g,15:21,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,264,My Complete Productivity System,https://www.youtube.com/watch?v=tQSKyvjsUuI,20:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,298,My Most Important Weekly Habit,https://www.youtube.com/watch?v=nAXY89s0t4E,11:38,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,312,Productivity for Lazy People - The RAD System,https://www.youtube.com/watch?v=gcGquCZxsJc,13:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,324,My iMac Productivity Desk Setup,https://www.youtube.com/watch?v=QuD7I_o1WP0,8:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,326,My Favourite Tech for Reading Books - Kindle vs iPad vs Books vs Audiobooks,https://www.youtube.com/watch?v=pL3lCNCffgg,14:37,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,328,"How I Organize My Life - The ""LAZI"" Productivity System",https://www.youtube.com/watch?v=Bry8a_7b9aM,9:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,332,How I Manage My Time - 10 Time Management Tips,https://www.youtube.com/watch?v=iONDebHX9qk,11:49,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,345,My Favourite Mac Apps - What's on my Macbook Pro,https://www.youtube.com/watch?v=xHFebdaObWo,18:55,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,355,The Most PRODUCTIVE Desk Setups on YouTube,https://www.youtube.com/watch?v=cs7TCNDQy1E,20:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,356,My Favourite iPad Productivity Apps,https://www.youtube.com/watch?v=dbN2Zvn0npw,13:34,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,359,My Productivity Desk Setup,https://www.youtube.com/watch?v=5791L8VEHZw,15:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,373,iPad Air Review - Productivity Powerhouse,https://www.youtube.com/watch?v=mSTWHQ5NDIg,18:21,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,398,The Second Brain - A Life-Changing Productivity System,https://www.youtube.com/watch?v=OP3dA2GcAh8,15:37,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,406,My INSANELY Productive Morning Routine,https://www.youtube.com/watch?v=mcitELserqk,4:02,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,415,My Simple Productivity System - The Equation,https://www.youtube.com/watch?v=UAUDcoqK5I4,8:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,418,How To Boost Productivity Without Apps,https://www.youtube.com/watch?v=mCV9KJiTQps,5:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,432,My Favourite Mac Apps | What's on my MacBook Pro?,https://www.youtube.com/watch?v=Kppgzbun71I,22:20,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,437,HEAD TO HEAD - iPad Pro vs MacBook Air (2020),https://www.youtube.com/watch?v=SGzk_FbJ-dQ,8:41,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,438,Productive Day in the Life in Lockdown // Behind the Scenes of my iPad Pro Videos,https://www.youtube.com/watch?v=i2Fm4hyZTMc,9:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,480,Do students need an iPad or a MacBook?,https://www.youtube.com/watch?v=STYohijxBNY,7:31,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,484,My Favourite Productivity App for Students - Notion,https://www.youtube.com/watch?v=ODl5FOMu8kI,16:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,485,My Productivity Desk Setup,https://www.youtube.com/watch?v=4f7iiu5ck8U,9:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,493,How I Manage my Time as a Doctor + YouTuber - 9 Time Management Tips,https://www.youtube.com/watch?v=5Nin1OtjOlU,13:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,495,iPad vs Kindle for Reading Books,https://www.youtube.com/watch?v=S8JLJqLvhzo,3:20,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,504,My 7 Favourite iPad OS Features - Apple WWDC 2019,https://www.youtube.com/watch?v=OA9tU1G6O-s,5:45,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Event Reaction / Highlights Recap.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,511,The Best Productivity Apps for Students,https://www.youtube.com/watch?v=94emc6eqllE,14:07,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,523,iPad Pro Smart Keyboard Folio Review - My favourite typing experience of all time,https://www.youtube.com/watch?v=OLK52vT1YOA,8:08,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,543,iPad vs Macbook for Students - Can a tablet replace your laptop?,https://www.youtube.com/watch?v=xIx2OQ6E6Mc,9:32,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,548,My Productivity Desk Setup,https://www.youtube.com/watch?v=rApxWtDIRAM,6:07,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Personal Operating System / Productivity Framework,secondary,Ali Abdaal,554,My Favourite Mac Apps - What's on my Macbook Pro,https://www.youtube.com/watch?v=ukSniYSWIvU,7:35,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Product 101 Orientation,primary,HeyGen sample,,HeyGen 101,,,,,
Product 101 Orientation,primary,HeyGen sample,,HeyGen 101,,,,,
Product 101 Orientation,primary,HeyGen sample,,HeyGen 101 + Latest Updates,,,,,
Product 101 Orientation,primary,HeyGen sample,,HeyGen 101 Live Workshop,,,,,
Product 101 Orientation,primary,HeyGen sample,,HeyGen 101 Live Workshop,,,,,
Product 101 Orientation,primary,HeyGen sample,,"Intro to HeyGen: AI Avatars, HeyGen's Editing Studio, Translation, Interactive Avatars & Pricing!",,,,,
Product 101 Orientation,secondary,HeyGen sample,,HeyGen 5.0 | The Next-Generation AI Video Platform,,,,,
Product 101 Orientation,secondary,HeyGen sample,,HeyGen August Product Updates!,,,,,
Product 101 Orientation,secondary,HeyGen sample,,HeyGen for Training Videos,,,,,
Product 101 Orientation,secondary,HeyGen sample,,HeyGen Latest Updates,,,,,
Product 101 Orientation,secondary,HeyGen sample,,HeyGen Workshop: Prompting Best Practices,,,,,
Product 101 Orientation,secondary,HeyGen sample,,HeyGen's AI Studio | Inside the Build Ep. 1,,,,,
Product 101 Orientation,secondary,HeyGen sample,,How to Make AI Videos Fast with HeyGen AI Studio | Full Tutorial for Beginners,,,,,
Product 101 Orientation,secondary,HeyGen sample,,Product Updates: Tools for Next Level AI Video,,,,,
Public Health / Medical Explainer,primary,Ali Abdaal,189,The Science of Gut Health (& Why It Matters),https://www.youtube.com/watch?v=E3QpXj_QOqQ,15:54,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,449,10 Tips for COVID-19 (Coronavirus) - Advice from a Respiratory Physician,https://www.youtube.com/watch?v=D4Z7cQ7jLGc,13:19,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,453,CORONAVIRUS vs. The Flu - A Comparison,https://www.youtube.com/watch?v=l5nr-SnRsK8,12:44,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,454,CORONAVIRUS (COVID-19) - The Basics,https://www.youtube.com/watch?v=AS1m0lmtDQI,20:27,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,502,Harry Potter - Medical Science Explained,https://www.youtube.com/watch?v=YF00S6U_C1g,14:44,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,604,Charlie Gard - Medical Ethics and Law,https://www.youtube.com/watch?v=43swgRhxbmk,28:08:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,606,Legalising Assisted Suicide? - Medical Ethics and Law,https://www.youtube.com/watch?v=uWhrfeCH9Zg,26:49:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,608,Euthanasia - Medical Ethics and Law at the end of life,https://www.youtube.com/watch?v=1dIU1YhZX94,17:38,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,primary,Ali Abdaal,614,"Consent, Capacity and Jehovah's Witnesses - Medical Ethics & Law for interviews",https://www.youtube.com/watch?v=iGeDiXtJTRs,25:45:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Public Health / Medical Explainer,secondary,Ali Abdaal,616,How to answer Medical Ethics interview questions,https://www.youtube.com/watch?v=4QtYOmblLOY,26:21:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
